"employerId","jobId","hourlyRate","educationRequirement","location2","location3"
"1744","1069","10","Low","1477.6757809909245","6898.416765323038"
"1744","1070","16.22430374","HighSchoolOrCollege","1477.6757809909245","6898.416765323038"
"1745","1071","19.53424947","HighSchoolOrCollege","1856.261860812382","6657.838945386657"
"1745","1072","11.46413345","HighSchoolOrCollege","1856.261860812382","6657.838945386657"
"1745","1073","13.78144621","HighSchoolOrCollege","1856.261860812382","6657.838945386657"
"1745","1074","20.13661721","Bachelors","1856.261860812382","6657.838945386657"
"1745","1075","10.91428794","HighSchoolOrCollege","1856.261860812382","6657.838945386657"
"1745","1076","22.11762289","Graduate","1856.261860812382","6657.838945386657"
"1745","1077","40.16009329","Bachelors","1856.261860812382","6657.838945386657"
"1746","1078","11.00841936","HighSchoolOrCollege","1092.9020948702464","5254.380353332814"
"1746","1079","17.2233364","HighSchoolOrCollege","1092.9020948702464","5254.380353332814"
"1746","1080","19.44053854","Bachelors","1092.9020948702464","5254.380353332814"
"1746","1081","12.43409235","Bachelors","1092.9020948702464","5254.380353332814"
"1746","1082","47.33670514","Bachelors","1092.9020948702464","5254.380353332814"
"1747","1083","10","HighSchoolOrCollege","1368.002916107076","5506.876829329331"
"1747","1084","12.73070567","HighSchoolOrCollege","1368.002916107076","5506.876829329331"
"1747","1085","12.83631449","HighSchoolOrCollege","1368.002916107076","5506.876829329331"
"1747","1086","10","HighSchoolOrCollege","1368.002916107076","5506.876829329331"
"1748","1087","14.42216913","HighSchoolOrCollege","1967.400547000189","6728.6729119697975"
"1748","1088","10","HighSchoolOrCollege","1967.400547000189","6728.6729119697975"
"1748","1089","10.90441097","Bachelors","1967.400547000189","6728.6729119697975"
"1748","1090","11.39355812","HighSchoolOrCollege","1967.400547000189","6728.6729119697975"
"1748","1091","10","Low","1967.400547000189","6728.6729119697975"
"1748","1092","30.95969467","Graduate","1967.400547000189","6728.6729119697975"
"1748","1093","19.65816903","HighSchoolOrCollege","1967.400547000189","6728.6729119697975"
"1748","1094","24.85709019","HighSchoolOrCollege","1967.400547000189","6728.6729119697975"
"1748","1095","16.40057002","HighSchoolOrCollege","1967.400547000189","6728.6729119697975"
"1749","1096","16.4857682","Bachelors","1844.7597128148536","6253.955275915399"
"1749","1097","39.37883581","Bachelors","1844.7597128148536","6253.955275915399"
"1749","1098","10","HighSchoolOrCollege","1844.7597128148536","6253.955275915399"
"1749","1099","10.88920261","HighSchoolOrCollege","1844.7597128148536","6253.955275915399"
"1749","1100","17.69497155","HighSchoolOrCollege","1844.7597128148536","6253.955275915399"
"1749","1101","13.19532898","Bachelors","1844.7597128148536","6253.955275915399"
"1749","1102","10","HighSchoolOrCollege","1844.7597128148536","6253.955275915399"
"1749","1103","22.47232571","Bachelors","1844.7597128148536","6253.955275915399"
"1750","1104","13.73632822","HighSchoolOrCollege","1780.3659928455672","6426.229707307784"
"1750","1105","18.81696574","Bachelors","1780.3659928455672","6426.229707307784"
"1751","1106","10","HighSchoolOrCollege","550.0923958386547","4731.612406745221"
"1751","1107","10","HighSchoolOrCollege","550.0923958386547","4731.612406745221"
"1751","1108","22.45888526","Bachelors","550.0923958386547","4731.612406745221"
"1752","1109","43.04238151","Graduate","1220.954267152425","5676.738358433912"
"1752","1110","20.89221193","Graduate","1220.954267152425","5676.738358433912"
"1753","1111","10","HighSchoolOrCollege","1593.6914143156373","6881.220179840805"
"1753","1112","38.33312414","Graduate","1593.6914143156373","6881.220179840805"
"1754","1113","10.1099421","Low","1610.244133097051","6946.648090702398"
"1754","1114","11.25580896","HighSchoolOrCollege","1610.244133097051","6946.648090702398"
"1755","1115","14.1647805","HighSchoolOrCollege","1632.6134562148536","7928.19605341454"
"1755","1116","10","Bachelors","1632.6134562148536","7928.19605341454"
"1755","1117","19.94782708","Bachelors","1632.6134562148536","7928.19605341454"
"1756","1118","19.05718198","Bachelors","1509.1817111182913","6741.646724169853"
"1756","1119","10.73494993","HighSchoolOrCollege","1509.1817111182913","6741.646724169853"
"1756","1120","13.60085095","HighSchoolOrCollege","1509.1817111182913","6741.646724169853"
"1757","1121","10","Low","1324.567696650161","5262.439641767197"
"1757","1122","10","HighSchoolOrCollege","1324.567696650161","5262.439641767197"
"1757","1123","14.66260348","HighSchoolOrCollege","1324.567696650161","5262.439641767197"
"1757","1124","16.13623788","Bachelors","1324.567696650161","5262.439641767197"
"1757","1125","10","HighSchoolOrCollege","1324.567696650161","5262.439641767197"
"1757","1126","10","HighSchoolOrCollege","1324.567696650161","5262.439641767197"
"1757","1127","11.83054254","HighSchoolOrCollege","1324.567696650161","5262.439641767197"
"1757","1128","45.1559099","Graduate","1324.567696650161","5262.439641767197"
"1757","1129","10","HighSchoolOrCollege","1324.567696650161","5262.439641767197"
"1758","1130","10","HighSchoolOrCollege","1323.459935416783","6016.875246852485"
"1758","1131","23.00732095","Graduate","1323.459935416783","6016.875246852485"
"1758","1132","12.41569916","HighSchoolOrCollege","1323.459935416783","6016.875246852485"
"1759","1133","10","HighSchoolOrCollege","1366.1480326021347","6640.218682083818"
"1759","1134","25.60026719","Bachelors","1366.1480326021347","6640.218682083818"
"1759","1135","10.4186487","HighSchoolOrCollege","1366.1480326021347","6640.218682083818"
"1759","1136","27.07073352","Graduate","1366.1480326021347","6640.218682083818"
"1759","1137","15.1152631","HighSchoolOrCollege","1366.1480326021347","6640.218682083818"
"1759","1138","19.98240758","Low","1366.1480326021347","6640.218682083818"
"1759","1139","26.28374463","HighSchoolOrCollege","1366.1480326021347","6640.218682083818"
"1759","1140","10","Low","1366.1480326021347","6640.218682083818"
"1759","1141","30.46421264","HighSchoolOrCollege","1366.1480326021347","6640.218682083818"
"1760","1142","10","HighSchoolOrCollege","1855.644540342656","6748.152454626876"
"1760","1143","11.09948395","HighSchoolOrCollege","1855.644540342656","6748.152454626876"
"1760","1144","17.65569975","Bachelors","1855.644540342656","6748.152454626876"
"1760","1145","10","HighSchoolOrCollege","1855.644540342656","6748.152454626876"
"1760","1146","10","Low","1855.644540342656","6748.152454626876"
"1760","1147","56.54474829","Graduate","1855.644540342656","6748.152454626876"
"1760","1148","18.77997565","Bachelors","1855.644540342656","6748.152454626876"
"1761","1149","21.76324633","Bachelors","1261.6805316022442","6028.891714229324"
"1761","1150","11.19416985","Bachelors","1261.6805316022442","6028.891714229324"
"1761","1151","10","HighSchoolOrCollege","1261.6805316022442","6028.891714229324"
"1761","1152","24.45504879","Bachelors","1261.6805316022442","6028.891714229324"
"1762","1153","14.88453647","HighSchoolOrCollege","1870.2893021181517","6769.514454239059"
"1762","1154","10","HighSchoolOrCollege","1870.2893021181517","6769.514454239059"
"1763","1155","17.0956624","Low","1929.8721041906883","6728.6729119697975"
"1763","1156","15.76977866","Bachelors","1929.8721041906883","6728.6729119697975"
"1763","1157","11.39024146","HighSchoolOrCollege","1929.8721041906883","6728.6729119697975"
"1763","1158","15.84909808","Bachelors","1929.8721041906883","6728.6729119697975"
"1763","1159","32.00315885","Graduate","1929.8721041906883","6728.6729119697975"
"1763","1160","10","HighSchoolOrCollege","1929.8721041906883","6728.6729119697975"
"1763","1161","13.15887347","HighSchoolOrCollege","1929.8721041906883","6728.6729119697975"
"1763","1162","10.34972109","Low","1929.8721041906883","6728.6729119697975"
"1763","1163","42.36160691","Bachelors","1929.8721041906883","6728.6729119697975"
"1764","1164","23.31840577","Bachelors","1832.9268310125935","6216.185085735686"
"1764","1165","16.21815078","HighSchoolOrCollege","1832.9268310125935","6216.185085735686"
"1764","1166","10","HighSchoolOrCollege","1832.9268310125935","6216.185085735686"
"1764","1167","10","Bachelors","1832.9268310125935","6216.185085735686"
"1764","1168","10","HighSchoolOrCollege","1832.9268310125935","6216.185085735686"
"1764","1169","11.45918821","HighSchoolOrCollege","1832.9268310125935","6216.185085735686"
"1764","1170","10","Low","1832.9268310125935","6216.185085735686"
"1764","1171","11.31440712","HighSchoolOrCollege","1832.9268310125935","6216.185085735686"
"1765","1172","10","HighSchoolOrCollege","1509.1817111182913","6805.3104479782905"
"1765","1173","28.12701608","Graduate","1509.1817111182913","6805.3104479782905"
"1765","1174","57.07055665","Bachelors","1509.1817111182913","6805.3104479782905"
"1765","1175","21.87480403","Bachelors","1509.1817111182913","6805.3104479782905"
"1765","1176","18.5003532","Bachelors","1509.1817111182913","6805.3104479782905"
"1765","1177","12.89426829","HighSchoolOrCollege","1509.1817111182913","6805.3104479782905"
"1765","1178","11.60646473","HighSchoolOrCollege","1509.1817111182913","6805.3104479782905"
"1766","1179","44.97315749","Bachelors","1856.261860812382","6622.748316725878"
"1766","1180","12.37401238","Bachelors","1856.261860812382","6622.748316725878"
"1766","1181","17.15831071","HighSchoolOrCollege","1856.261860812382","6622.748316725878"
"1766","1182","13.5898878","HighSchoolOrCollege","1856.261860812382","6622.748316725878"
"1766","1183","10","Low","1856.261860812382","6622.748316725878"
"1767","1184","16.22483537","Low","1093.9693925559504","5594.63962663673"
"1767","1185","44.94676656","Graduate","1093.9693925559504","5594.63962663673"
"1767","1186","18.17369321","HighSchoolOrCollege","1093.9693925559504","5594.63962663673"
"1767","1187","27.53559215","Graduate","1093.9693925559504","5594.63962663673"
"1768","1188","25.6721544","Graduate","1228.2778488235672","6467.922072582076"
"1768","1189","27.51301217","Graduate","1228.2778488235672","6467.922072582076"
"1768","1190","31.36886371","Bachelors","1228.2778488235672","6467.922072582076"
"1768","1191","17.55374994","HighSchoolOrCollege","1228.2778488235672","6467.922072582076"
"1768","1192","27.07105916","Graduate","1228.2778488235672","6467.922072582076"
"1769","1193","28.5538283","Graduate","1201.489256937808","5691.096494771966"
"1769","1194","12.96301876","HighSchoolOrCollege","1201.489256937808","5691.096494771966"
"1770","1195","17.8612987","HighSchoolOrCollege","1269.8801486108077","6430.793189700022"
"1770","1196","10","HighSchoolOrCollege","1269.8801486108077","6430.793189700022"
"1770","1197","12.43755105","Bachelors","1269.8801486108077","6430.793189700022"
"1770","1198","18.52890176","HighSchoolOrCollege","1269.8801486108077","6430.793189700022"
"1770","1199","16.38968741","HighSchoolOrCollege","1269.8801486108077","6430.793189700022"
"1770","1200","13.73189073","HighSchoolOrCollege","1269.8801486108077","6430.793189700022"
"1770","1201","13.94230588","HighSchoolOrCollege","1269.8801486108077","6430.793189700022"
"1770","1202","10","HighSchoolOrCollege","1269.8801486108077","6430.793189700022"
"1771","1203","18.14372022","HighSchoolOrCollege","1341.1219577908305","6659.417348100849"
"1771","1204","15.52248954","HighSchoolOrCollege","1341.1219577908305","6659.417348100849"
"1771","1205","35.68044455","HighSchoolOrCollege","1341.1219577908305","6659.417348100849"
"1771","1206","10","HighSchoolOrCollege","1341.1219577908305","6659.417348100849"
"1771","1207","32.04046016","Bachelors","1341.1219577908305","6659.417348100849"
"1771","1208","24.45851662","Graduate","1341.1219577908305","6659.417348100849"
"1771","1209","31.22182109","Bachelors","1341.1219577908305","6659.417348100849"
"1771","1210","13.62308701","HighSchoolOrCollege","1341.1219577908305","6659.417348100849"
"1771","1211","24.22278481","Low","1341.1219577908305","6659.417348100849"
"1772","1212","21.9078764","HighSchoolOrCollege","998.4395953510239","6747.483016330907"
"1772","1213","11.03189209","HighSchoolOrCollege","998.4395953510239","6747.483016330907"
"1773","1214","10","HighSchoolOrCollege","1242.50753630502","5877.21975219098"
"1773","1215","13.71624049","HighSchoolOrCollege","1242.50753630502","5877.21975219098"
"1774","1216","10","Low","1617.0589240598065","6864.519625514673"
"1774","1217","61.22816845","Graduate","1617.0589240598065","6864.519625514673"
"1774","1218","15.90310008","HighSchoolOrCollege","1617.0589240598065","6864.519625514673"
"1774","1219","10","HighSchoolOrCollege","1617.0589240598065","6864.519625514673"
"1774","1220","12.46943914","HighSchoolOrCollege","1617.0589240598065","6864.519625514673"
"1775","1221","11.7624499","Bachelors","915.3054561431336","5179.325752156183"
"1775","1222","10","HighSchoolOrCollege","915.3054561431336","5179.325752156183"
"1775","1223","10","HighSchoolOrCollege","915.3054561431336","5179.325752156183"
"1776","1224","29.91236437","Graduate","1097.790731499872","6728.224805854068"
"1776","1225","10","HighSchoolOrCollege","1097.790731499872","6728.224805854068"
"1776","1226","10","HighSchoolOrCollege","1097.790731499872","6728.224805854068"
"1776","1227","15.15568999","Bachelors","1097.790731499872","6728.224805854068"
"1777","1228","32.41736488","HighSchoolOrCollege","1389.0991539052325","6898.416765323038"
"1777","1229","10","Low","1389.0991539052325","6898.416765323038"
"1778","1230","24.33189133","HighSchoolOrCollege","1092.9020948702464","5174.196536201016"
"1778","1231","27.4630157","Bachelors","1092.9020948702464","5174.196536201016"
"1779","1232","13.71506185","Bachelors","1041.7885013074329","5793.927626980997"
"1779","1233","25.76486411","HighSchoolOrCollege","1041.7885013074329","5793.927626980997"
"1779","1234","21.79081665","Bachelors","1041.7885013074329","5793.927626980997"
"1779","1235","10","HighSchoolOrCollege","1041.7885013074329","5793.927626980997"
"1779","1236","21.70798947","Bachelors","1041.7885013074329","5793.927626980997"
"1780","1237","13.23215157","Graduate","1439.0142188334585","6964.377979830607"
"1780","1238","19.66956951","Bachelors","1439.0142188334585","6964.377979830607"
"1781","1239","10","HighSchoolOrCollege","1585.82959599484","6956.274228255146"
"1781","1240","30.92824888","Bachelors","1585.82959599484","6956.274228255146"
"1781","1241","17.54464986","HighSchoolOrCollege","1585.82959599484","6956.274228255146"
"1781","1242","25.16157721","Bachelors","1585.82959599484","6956.274228255146"
"1782","1243","20.16272916","HighSchoolOrCollege","1860.208196945975","7258.9906355191815"
"1782","1244","77.08084847","Bachelors","1860.208196945975","7258.9906355191815"
"1782","1245","18.81048656","HighSchoolOrCollege","1860.208196945975","7258.9906355191815"
"1782","1246","23.55842079","Bachelors","1860.208196945975","7258.9906355191815"
"1782","1247","11.90023597","Low","1860.208196945975","7258.9906355191815"
"1783","1248","12.54733718","Bachelors","1348.5120144160487","6803.2047004256"
"1783","1249","10","HighSchoolOrCollege","1348.5120144160487","6803.2047004256"
"1783","1250","10","HighSchoolOrCollege","1348.5120144160487","6803.2047004256"
"1783","1251","18.3654133","Bachelors","1348.5120144160487","6803.2047004256"
"1784","1252","10.40281399","Bachelors","1048.1918192889052","7049.612770383012"
"1784","1253","14.9634261","HighSchoolOrCollege","1048.1918192889052","7049.612770383012"
"1784","1254","45.0579897","Bachelors","1048.1918192889052","7049.612770383012"
"1784","1255","41.20402293","Graduate","1048.1918192889052","7049.612770383012"
"1785","1256","60.26103698","Bachelors","468.6547055535648","4732.743040664964"
"1785","1257","19.50425152","Bachelors","468.6547055535648","4732.743040664964"
"1785","1258","17.92347817","Graduate","468.6547055535648","4732.743040664964"
"1786","1259","29.52463829","Graduate","1765.833578624477","6248.413135904235"
"1786","1260","27.46299261","Graduate","1765.833578624477","6248.413135904235"
"1786","1261","56.95560439","Graduate","1765.833578624477","6248.413135904235"
"1786","1262","18.03339797","HighSchoolOrCollege","1765.833578624477","6248.413135904235"
"1786","1263","25.62605764","Bachelors","1765.833578624477","6248.413135904235"
"1786","1264","32.77075796","Bachelors","1765.833578624477","6248.413135904235"
"1786","1265","24.25297744","HighSchoolOrCollege","1765.833578624477","6248.413135904235"
"1786","1266","13.8676054","HighSchoolOrCollege","1765.833578624477","6248.413135904235"
"1786","1267","10","HighSchoolOrCollege","1765.833578624477","6248.413135904235"
"1787","1268","14.48895244","Low","1063.0664687011795","6728.224805854068"
"1787","1269","14.8139437","HighSchoolOrCollege","1063.0664687011795","6728.224805854068"
"1788","1270","18.10261863","HighSchoolOrCollege","1602.8322619249411","7936.545593061912"
"1788","1271","18.34418068","HighSchoolOrCollege","1602.8322619249411","7936.545593061912"
"1788","1272","31.22127547","Bachelors","1602.8322619249411","7936.545593061912"
"1788","1273","13.58864291","HighSchoolOrCollege","1602.8322619249411","7936.545593061912"
"1788","1274","16.89914848","HighSchoolOrCollege","1602.8322619249411","7936.545593061912"
"1788","1275","10","HighSchoolOrCollege","1602.8322619249411","7936.545593061912"
"1789","1276","10","HighSchoolOrCollege","1252.7086012002164","5850.038441232494"
"1789","1277","36.67965199","Bachelors","1252.7086012002164","5850.038441232494"
"1789","1278","10","HighSchoolOrCollege","1252.7086012002164","5850.038441232494"
"1789","1279","35.53889605","Graduate","1252.7086012002164","5850.038441232494"
"1789","1280","10.86938079","HighSchoolOrCollege","1252.7086012002164","5850.038441232494"
"1789","1281","36.19399588","Bachelors","1252.7086012002164","5850.038441232494"
"1789","1282","43.17934685","Bachelors","1252.7086012002164","5850.038441232494"
"1789","1283","18.99627823","HighSchoolOrCollege","1252.7086012002164","5850.038441232494"
"1790","1284","11.39883066","HighSchoolOrCollege","1138.0897604191273","5670.155155320008"
"1790","1285","17.77991154","Bachelors","1138.0897604191273","5670.155155320008"
"1790","1286","20.85153048","HighSchoolOrCollege","1138.0897604191273","5670.155155320008"
"1790","1287","23.40682175","Graduate","1138.0897604191273","5670.155155320008"
"1790","1288","11.56161944","Low","1138.0897604191273","5670.155155320008"
"1790","1289","29.55130614","Graduate","1138.0897604191273","5670.155155320008"
"1790","1290","10","HighSchoolOrCollege","1138.0897604191273","5670.155155320008"
"1791","1291","13.29750112","HighSchoolOrCollege","1856.5925946171142","6291.725466095112"
"1791","1292","11.69203087","HighSchoolOrCollege","1856.5925946171142","6291.725466095112"
"1791","1293","11.63369816","HighSchoolOrCollege","1856.5925946171142","6291.725466095112"
"1792","1294","34.00005754","Graduate","1232.3064714098236","5904.401063149466"
"1792","1295","13.18912314","HighSchoolOrCollege","1232.3064714098236","5904.401063149466"
"1792","1296","28.46408684","HighSchoolOrCollege","1232.3064714098236","5904.401063149466"
"1792","1297","17.49773771","Bachelors","1232.3064714098236","5904.401063149466"
"1792","1298","10.81633917","HighSchoolOrCollege","1232.3064714098236","5904.401063149466"
"1792","1299","27.65801732","HighSchoolOrCollege","1232.3064714098236","5904.401063149466"
"1792","1300","11.95977796","HighSchoolOrCollege","1232.3064714098236","5904.401063149466"
"1793","1301","20.13078494","HighSchoolOrCollege","1752.7880871419252","6285.8337275541235"
"1793","1302","10","Low","1752.7880871419252","6285.8337275541235"
"1793","1303","49.90203354","Bachelors","1752.7880871419252","6285.8337275541235"
"1793","1304","11.42969494","HighSchoolOrCollege","1752.7880871419252","6285.8337275541235"
"1793","1305","10","HighSchoolOrCollege","1752.7880871419252","6285.8337275541235"
"1793","1306","10","HighSchoolOrCollege","1752.7880871419252","6285.8337275541235"
"1793","1307","53.38468426","Graduate","1752.7880871419252","6285.8337275541235"
"1793","1308","14.44799137","Low","1752.7880871419252","6285.8337275541235"
"1794","1309","38.53602598","Bachelors","1279.626924764622","5099.485452069126"
"1794","1310","20.41640314","Graduate","1279.626924764622","5099.485452069126"
"1795","1311","10","HighSchoolOrCollege","1798.3939451855758","6552.56705940432"
"1795","1312","15.66994826","HighSchoolOrCollege","1798.3939451855758","6552.56705940432"
"1795","1313","25.66935799","Bachelors","1798.3939451855758","6552.56705940432"
"1795","1314","38.57013579","Graduate","1798.3939451855758","6552.56705940432"
"1795","1315","21.78088931","Graduate","1798.3939451855758","6552.56705940432"
"1795","1316","13.77145999","HighSchoolOrCollege","1798.3939451855758","6552.56705940432"
"1795","1317","26.35574076","Bachelors","1798.3939451855758","6552.56705940432"
"1796","1318","10","HighSchoolOrCollege","1340.7387746231948","6445.551342169127"
"1796","1319","12.52990809","Bachelors","1340.7387746231948","6445.551342169127"
"1796","1320","16.55268678","Bachelors","1340.7387746231948","6445.551342169127"
"1796","1321","57.6591191","Bachelors","1340.7387746231948","6445.551342169127"
"1796","1322","15.03327313","HighSchoolOrCollege","1340.7387746231948","6445.551342169127"
"1796","1323","37.16655302","Graduate","1340.7387746231948","6445.551342169127"
"1796","1324","23.81521098","Bachelors","1340.7387746231948","6445.551342169127"
"1797","1325","13.11756894","HighSchoolOrCollege","1306.519081955631","5279.602735764589"
"1797","1326","10","HighSchoolOrCollege","1306.519081955631","5279.602735764589"
"1797","1327","11.93283577","Bachelors","1306.519081955631","5279.602735764589"
"379","0","10","HighSchoolOrCollege","3216.002831605112","1844.6010147106394"
"379","1","22.21763336","Bachelors","3216.002831605112","1844.6010147106394"
"380","2","10","Bachelors","5107.517837678792","518.7264799744545"
"380","3","15.31207064","Bachelors","5107.517837678792","518.7264799744545"
"381","4","21.35540929","HighSchoolOrCollege","5943.278657538036","1458.5441805909259"
"381","5","12.09382569","HighSchoolOrCollege","5943.278657538036","1458.5441805909259"
"381","6","21.84618702","HighSchoolOrCollege","5943.278657538036","1458.5441805909259"
"381","7","18.71319307","Low","5943.278657538036","1458.5441805909259"
"382","8","13.37043245","Bachelors","5736.398740000488","1684.4743462106067"
"382","9","24.52833044","Graduate","5736.398740000488","1684.4743462106067"
"382","10","12.04070302","HighSchoolOrCollege","5736.398740000488","1684.4743462106067"
"382","11","11.01125212","Graduate","5736.398740000488","1684.4743462106067"
"382","12","21.87043088","Bachelors","5736.398740000488","1684.4743462106067"
"382","13","16.77235998","Bachelors","5736.398740000488","1684.4743462106067"
"382","14","12.95747348","HighSchoolOrCollege","5736.398740000488","1684.4743462106067"
"382","15","10","HighSchoolOrCollege","5736.398740000488","1684.4743462106067"
"382","16","17.48234438","HighSchoolOrCollege","5736.398740000488","1684.4743462106067"
"383","17","10","HighSchoolOrCollege","5895.955678326078","2263.4803049897623"
"383","18","25.30680549","Graduate","5895.955678326078","2263.4803049897623"
"383","19","16.99896768","Bachelors","5895.955678326078","2263.4803049897623"
"383","20","19.93160497","Bachelors","5895.955678326078","2263.4803049897623"
"383","21","70.92855288","Bachelors","5895.955678326078","2263.4803049897623"
"383","22","11.74638187","HighSchoolOrCollege","5895.955678326078","2263.4803049897623"
"383","23","28.71708247","Bachelors","5895.955678326078","2263.4803049897623"
"383","24","75.11437877","Graduate","5895.955678326078","2263.4803049897623"
"384","25","22.88711192","HighSchoolOrCollege","5946.16448823986","4439.7016557216575"
"384","26","20.51266643","Low","5946.16448823986","4439.7016557216575"
"384","27","31.92911801","Bachelors","5946.16448823986","4439.7016557216575"
"385","28","39.91200668","Bachelors","5297.13884534052","1195.6471792268785"
"385","29","36.94832026","HighSchoolOrCollege","5297.13884534052","1195.6471792268785"
"385","30","21.91088599","HighSchoolOrCollege","5297.13884534052","1195.6471792268785"
"385","31","10","Bachelors","5297.13884534052","1195.6471792268785"
"385","32","12.62548487","Graduate","5297.13884534052","1195.6471792268785"
"385","33","10","HighSchoolOrCollege","5297.13884534052","1195.6471792268785"
"386","34","21.12480604","Bachelors","3716.1157712406048","1710.4623628717086"
"386","35","30.31803114","Graduate","3716.1157712406048","1710.4623628717086"
"386","36","15.09544115","Bachelors","3716.1157712406048","1710.4623628717086"
"386","37","10","HighSchoolOrCollege","3716.1157712406048","1710.4623628717086"
"386","38","10.95024197","HighSchoolOrCollege","3716.1157712406048","1710.4623628717086"
"386","39","33.21557283","Bachelors","3716.1157712406048","1710.4623628717086"
"386","40","10","HighSchoolOrCollege","3716.1157712406048","1710.4623628717086"
"386","41","22.14913425","Graduate","3716.1157712406048","1710.4623628717086"
"387","42","15.1605733","HighSchoolOrCollege","5930.938200958282","1656.3972795892669"
"387","43","10","HighSchoolOrCollege","5930.938200958282","1656.3972795892669"
"387","44","30.68671134","Graduate","5930.938200958282","1656.3972795892669"
"387","45","10","HighSchoolOrCollege","5930.938200958282","1656.3972795892669"
"388","46","16.08500061","Bachelors","5677.842722657717","2650.7250184246723"
"388","47","17.27550459","HighSchoolOrCollege","5677.842722657717","2650.7250184246723"
"388","48","19.93699879","HighSchoolOrCollege","5677.842722657717","2650.7250184246723"
"388","49","20.9148351","Bachelors","5677.842722657717","2650.7250184246723"
"388","50","40.31703284","Bachelors","5677.842722657717","2650.7250184246723"
"388","51","10.96884979","HighSchoolOrCollege","5677.842722657717","2650.7250184246723"
"388","52","16.9794187","HighSchoolOrCollege","5677.842722657717","2650.7250184246723"
"389","53","12.97849429","Bachelors","6815.107722959826","4123.6598528872755"
"389","54","10.94286685","HighSchoolOrCollege","6815.107722959826","4123.6598528872755"
"389","55","20.32173311","Graduate","6815.107722959826","4123.6598528872755"
"389","56","11.3660394","HighSchoolOrCollege","6815.107722959826","4123.6598528872755"
"389","57","45.37532343","Bachelors","6815.107722959826","4123.6598528872755"
